"$/Lot SqFt","Age","Area #","Area Name","Baths Full","Baths Half","Beds Total","DOM","HOA Fee","List Price","Listing Date","Lot Size","MLS Number","Postal City","Price/SqFt","Sale Date","Sale Price","Sq Ft Total","Status","Street Address","Year Built","Zip Code","Zoning"
"$ 77.26","59","203","North Shoreline","1","0","3","280","","$445,000","05/27/2010","5,760","ML81026180","Mountain View","517.44","07/26/2010","$445,000","860","Sold","959 FARLEY Street","1951","94043","R1"
"$ 103.95","60","208","Grant","1","0","3","22","","$4,400,000","01/22/2013","40,405","ML81301915","Mountain View","3,453.96","02/13/2013","$4,200,011","1,216","Sold","344 BRYANT Avenue","1953","94040","R18L"
"$ 325.00","60","209","Miramonte","3","0","5","14","","$1,850,000","02/12/2015","6,000","ML81450446","Mountain View","985.84","02/26/2015","$1,950,000","1,978","Sold","1350 Nilda Avenue","1955","94040","R1"
"$ 216.12","60","209","Miramonte","2","0","3","12","","$1,595,000","05/14/2014","8,560","ML81416802","Mountain View","1,385.77","05/26/2014","$1,850,000","1,335","Sold","1521 MEADOW Lane","1954","94040","R1"
"$ 86.21","60","208","Grant","2","0","3","4","","$1,650,000","10/30/2013","20,300","ML81339496","Mountain View","1,073.62","11/03/2013","$1,750,000","1,630","Sold","3573 GRANT Road","1953","94040","R1-8L"
"$ 257.73","60","209","Miramonte","2","1","3","9","","$1,398,000","02/26/2013","6,600","ML81305909","Mountain View","931.54","03/07/2013","$1,701,000","1,826","Sold","1566 THOMAS Court","1953","94040","R1"
"$ 284.28","60","209","Miramonte","2","0","4","8","","$1,349,000","10/23/2013","5,980","ML81338832","Mountain View","954.52","10/31/2013","$1,700,000","1,781","Sold","1540 BONITA Avenue","1953","94040","R1"
"$ 151.27","60","208","Grant","2","0","3","13","","$1,549,000","07/31/2014","10,908","ML81427588","Mountain View","1,238.74","08/13/2014","$1,650,000","1,332","Sold","13100 SUN MOR Avenue","1954","94040","R1-10"
"$ 312.11","60","209","Miramonte","2","1","3","7","","$1,295,000","01/15/2014","5,136","ML81401332","Mountain View","931.44","01/22/2014","$1,603,000","1,721","Sold","1036 ASHLEY Place","1954","94040","R1"
"$ 310.00","60","207","Downtown Mountain View","2","2","4","8","0","$1,198,000","06/04/2013","5,000","ML81319557","Mountain View","811.94","06/12/2013","$1,550,000","1,909","Sold","505 HOPE Street","1953","94041","R1"
"$ 255.83","60","209","Miramonte","2","0","3","9","","$1,399,000","09/02/2014","6,000","ML81431831","Mountain View","1,199.22","09/11/2014","$1,535,000","1,280","Sold","920 PLUMTREE Lane","1954","94040","R1"
"$ 302.00","60","205","Thompson","2","0","3","7","","$1,225,000","02/25/2015","5,000","ML81452486","Mountain View","1,367.75","03/04/2015","$1,510,000","1,104","Sold","355 Fay Way","1955","94043","R1"
"$ 293.26","60","209","Miramonte","2","0","3","7","","$1,250,000","12/11/2013","5,115","ML81342883","Mountain View","1,178.32","12/18/2013","$1,500,000","1,273","Sold","1304 TODD Street","1954","94040","R1"
"$ 290.70","60","209","Miramonte","2","0","3","8","","$1,395,000","09/03/2014","5,160","ML81432063","Mountain View","1,203.85","09/11/2014","$1,500,000","1,246","Sold","1453 LLOYD Way","1954","94040","R1"
"$ 239.87","60","209","Miramonte","2","0","3","9","","$1,195,000","05/15/2013","6,045","ML81316624","Mountain View","981.06","05/24/2013","$1,450,000","1,478","Sold","1326 BONITA Avenue","1953","94040","R1"
"$ 277.41","60","205","Thompson","2","0","3","7","","$1,089,000","02/05/2015","5,227","ML81449488","Mountain View","1,313.41","02/12/2015","$1,450,000","1,104","Sold","350 Fay Way","1955","94043","R1"
"$ 234.11","60","209","Miramonte","2","0","3","2","","$1,195,000","04/03/2013","5,980","ML81310538","Mountain View","944.03","04/05/2013","$1,400,000","1,483","Sold","1419 BONITA Avenue","1953","94040","R1"
"$ 119.81","60","209","Miramonte","2","0","3","2","","$1,150,000","05/22/2013","11,685","ML81317677","Mountain View","983.15","05/24/2013","$1,400,000","1,424","Sold","1325 MARILYN Place","1953","94040","R1"
"$ 200.00","60","205","Thompson","2","0","4","8","","$1,225,000","05/14/2014","7,000","ML81416681","Mountain View","1,018.18","05/22/2014","$1,400,000","1,375","Sold","2458 ALVIN Street","1954","94043","R1"
"$ 218.59","60","209","Miramonte","2","1","4","7","","$1,399,000","03/09/2012","6,400","ML81209143","Mountain View","742.96","03/16/2012","$1,399,000","1,883","Sold","2147 JARDIN Drive","1952","94040","R1"
"$ 27.76","60","205","Thompson","2","0","3","6","","$1,150,000","12/11/2014","50,000","ML81444583","Mountain View","1,243.73","12/17/2014","$1,388,000","1,116","Sold","2431 Alvin Street","1954","94043","R1"
"$ 68.07","60","208","Grant","2","0","3","50","","$1,400,000","09/23/2010","19,980","ML81046834","Mountain View","591.30","11/12/2010","$1,360,000","2,300","Sold","257 BRYANT Avenue","1950","94040","R18L"
"$ 137.12","60","209","Miramonte","2","0","4","7","","$1,345,000","05/13/2013","9,918","ML81316542","Mountain View","686.87","05/20/2013","$1,360,000","1,980","Sold","1758 MARICH Way","1953","94040","R2"
"$ 237.72","60","209","Miramonte","1","1","3","10","","$1,150,000","03/04/2013","5,700","ML81306584","Mountain View","908.18","03/14/2013","$1,355,000","1,492","Sold","1449 GILMORE Street","1953","94040","R1"
"$ 245.64","60","209","Miramonte","1","1","3","10","","$998,000","06/17/2013","5,394","ML81321563","Mountain View","967.15","06/27/2013","$1,325,000","1,370","Sold","1414 LLOYD Way","1953","94040","R1"
"$ 135.66","60","207","Downtown Mountain View","3","0","6","42","","$1,300,000","02/20/2012","9,583","ML81206418","Mountain View","508.01","","","2,559","Canceled","325 FRANKLIN Street","1952","94041","P19"
"$ 205.47","60","205","Thompson","2","0","3","9","","$1,089,000","06/11/2014","6,327","ML81420690","Mountain View","1,164.87","06/20/2014","$1,300,000","1,116","Sold","2503 ALVIN Street","1954","94043","R1"
"$ 110.86","60","205","Thompson","2","0","3","0","","$1,099,000","01/17/2015","11,726","ML81446707","Mountain View","1,022.01","01/17/2015","$1,300,000","1,272","Sold","2365 Craig Court","1955","94043","R1"
"$ 215.52","60","209","Miramonte","2","0","3","7","","$1,125,000","09/05/2012","5,916","ML81232938","Mountain View","921.91","09/12/2012","$1,275,000","1,383","Sold","1182 NILDA Avenue","1952","94040","R1"
"$ 125.77","60","208","Grant","2","0","3","7","","$1,198,000","05/09/2012","10,018","ML81217366","Mountain View","802.04","05/16/2012","$1,260,000","1,571","Sold","113 BRYANT Avenue","1952","94040","R18L"
"$ 233.07","60","209","Miramonte","2","0","3","10","","$1,185,000","07/09/2012","5,406","ML81225671","Mountain View","822.45","07/19/2012","$1,260,000","1,532","Sold","1134 NILDA Avenue","1952","94040","R1"
"$ 194.14","60","209","Miramonte","1","1","3","9","","$1,099,000","10/08/2012","6,480","ML81236920","Mountain View","932.54","10/17/2012","$1,258,000","1,349","Sold","840 JEFFERSON Drive","1952","94040","R1"
"$ 187.50","60","209","Miramonte","1","0","3","7","","$999,000","10/04/2012","6,400","ML81236489","Mountain View","1,001.67","10/11/2012","$1,200,000","1,198","Sold","2139 JARDIN Drive","1952","94040","R1"
"$ 227.27","60","200","Whisman","2","0","3","9","","$924,500","08/13/2014","5,280","ML81429643","Mountain View","925.93","08/22/2014","$1,200,000","1,296","Sold","743 WAKE FOREST Drive","1954","94043","R1"
"$ 217.35","60","209","Miramonte","2","0","3","24","0","$1,149,888","10/15/2012","5,406","ML81237727","Mountain View","732.54","11/08/2012","$1,175,000","1,604","Sold","1166 NILDA Avenue","1952","94040","R1"
"$ 233.80","60","209","Miramonte","2","0","3","11","","$1,099,000","04/25/2012","5,000","ML81215287","Mountain View","807.32","05/06/2012","$1,169,000","1,448","Sold","773 BOND Way","1952","94040","R1"
"$ 224.17","60","209","Miramonte","1","1","3","7","","$1,029,000","07/19/2012","5,130","ML81227034","Mountain View","976.23","07/26/2012","$1,150,000","1,178","Sold","826 TULANE Drive","1952","94040","R1"
"$ 173.28","60","209","Miramonte","2","0","3","12","","$1,135,000","05/17/2012","6,550","ML81218579","Mountain View","673.19","","","1,686","Canceled","1745 CRANE Avenue","1952","94040","R1"
"$ 173.28","60","209","Miramonte","2","0","3","15","","$1,135,000","05/29/2012","6,550","ML81220028","Mountain View","673.19","06/01/2012","$1,135,000","1,686","Sold","1745 CRANE Avenue","1952","94040","R1"
"$ 186.10","60","209","Miramonte","2","0","3","14","","$999,888","01/01/2013","6,045","ML81300013","Mountain View","943.00","01/15/2013","$1,125,000","1,193","Sold","1304 BONITA Avenue","1953","94040","R1"
"$ 169.08","60","209","Miramonte","1","1","3","8","","$999,000","10/02/2012","6,624","ML81236470","Mountain View","950.76","10/10/2012","$1,120,000","1,178","Sold","1690 LEE Drive","1952","94040","R1"
"$ 197.70","60","209","Miramonte","2","0","4","7","","$968,000","02/08/2012","5,564","ML81204850","Mountain View","766.02","02/15/2012","$1,100,000","1,436","Sold","1732 CRANE Avenue","1952","94040","R1"
"$ 172.25","60","205","Thompson","2","1","3","13","","$1,098,088","03/20/2014","6,375","ML81408859","Mountain View","652.46","04/02/2014","$1,098,088","1,683","Sold","2143 JUNCTION Avenue","1954","94043","R3-25"
"$ 160.74","60","209","Miramonte","2","0","3","10","","$899,000","06/17/2012","6,750","ML81222810","Mountain View","757.15","06/27/2012","$1,085,000","1,433","Sold","2139 AITKEN Avenue","1952","94040","R1"
"$ 197.00","60","207","Downtown Mountain View","2","0","3","0","","$1,065,000","02/26/2013","5,406","ML81305815","Mountain View","947.51","02/26/2013","$1,065,000","1,124","Sold","86 ELDORA Drive","1953","94041","R1"
"$ 91.95","60","208","Grant","2","0","3","9","","$998,000","01/19/2011","10,875","ML81102507","Mountain View","532.48","01/28/2011","$1,000,000","1,878","Sold","2193 SUN MOR Avenue","1951","94040","R110"
"$ 187.41","60","207","Downtown Mountain View","2","0","3","14","","$950,000","10/20/2012","5,336","ML81238463","Mountain View","704.72","11/03/2012","$1,000,000","1,419","Sold","186 DALMA Drive","1952","94041","R1"
"$ 183.82","60","207","Downtown Mountain View","1","1","3","0","","$975,000","11/30/2012","5,440","ML81242095","Mountain View","598.09","11/30/2012","$1,000,000","1,672","Sold","543 CALDERON Avenue","1952","94041","R1"
"$ 172.11","60","209","Miramonte","2","0","3","64","","$965,000","01/20/2011","5,607","ML81102647","Mountain View","662.32","03/25/2011","$965,000","1,457","Sold","1116 JUDSON Drive","1951","94040","R1"
"$ 176.25","60","209","Miramonte","1","0","3","19","","$986,000","09/05/2012","5,390","ML81232901","Mountain View","951.90","09/24/2012","$950,000","998","Sold","1715 BEGEN Avenue","1952","94040","R1"
"$ 190.00","60","200","Whisman","3","0","3","11","","$899,000","06/19/2014","5,000","ML81421958","Mountain View","635.45","06/30/2014","$950,000","1,495","Sold","689 LEONG Drive","1954","94043","R1"
"$ 166.67","60","209","Miramonte","2","0","2","10","","$949,000","04/07/2011","5,670","ML81115138","Mountain View","737.13","04/17/2011","$945,000","1,282","Sold","1015 SOLANA Drive","1951","94040","R1"
"$ 81.90","60","209","Miramonte","1","0","3","11","","$829,900","08/08/2011","10,500","ML81134884","Mountain View","720.27","08/19/2011","$860,000","1,194","Sold","1320 MIRAMONTE Avenue","1951","94040","R1"
"$ 120.06","60","209","Miramonte","1","0","3","19","","$899,000","01/26/2011","7,020","ML81103660","Mountain View","865.30","02/14/2011","$842,800","974","Sold","1179 JUDSON Drive","1951","94040","R1"
"$ 152.78","60","200","Whisman","2","0","3","237","","$825,000","07/25/2014","5,400","ML81427066","Mountain View","947.19","","","871","Canceled","803 EMILY Drive","1954","94043","R1"
"$ 165.00","60","200","Whisman","1","0","3","3","","$725,000","10/17/2014","5,000","ML81437516","Mountain View","1,011.03","10/20/2014","$825,000","816","Sold","741 EMILY Drive","1954","94043","R1"
"$ 137.11","60","209","Miramonte","1","0","3","8","","$745,000","11/14/2011","5,762","ML81147610","Mountain View","811.09","11/22/2011","$790,000","974","Sold","1127 BLACKFIELD Way","1951","94040","R1"
"$ 139.11","60","209","Miramonte","1","0","3","18","","$748,000","10/10/2011","5,607","ML81143099","Mountain View","800.82","10/28/2011","$780,000","974","Sold","1082 BLACKFIELD Way","1951","94040","R1"
"$ 153.80","60","207","Downtown Mountain View","2","0","3","77","","$769,000","03/17/2010","5,000","ML81012714","Mountain View","640.83","","","1,200","Canceled","1806 VILLA Street","1950","94041","R1"
"$ 149.80","60","207","Downtown Mountain View","2","0","3","252","","$749,000","06/24/2010","5,000","ML81031378","Mountain View","624.17","","","1,200","Expired","1806 VILLA Street","1950","94041","R1"
"$ 135.53","60","200","Whisman","2","0","4","501","","$760,000","02/19/2013","5,460","ML81305026","Mountain View","502.04","12/10/2013","$740,000","1,474","Sold","803 WAKE FOREST Drive","1954","94043","R1"
"$ 143.00","60","200","Whisman","2","0","3","30","","$728,000","02/13/2014","5,000","ML81404420","Mountain View","682.90","03/15/2014","$715,000","1,047","Sold","751 LEONG Drive","1954","94043","R1"
"$ 139.00","60","200","Whisman","1","0","3","40","","$685,000","03/17/2014","5,000","ML81408451","Mountain View","851.72","04/26/2014","$695,000","816","Sold","725 EMILY Drive","1954","94043","R1"
"$ 132.50","60","203","North Shoreline","1","0","4","4","","$649,000","08/21/2011","5,200","ML81136584","Mountain View","492.85","08/25/2011","$689,000","1,398","Sold","1067 BURGOYNE Street","1951","94043","R1"
"$ 104.34","60","203","North Shoreline","2","0","3","15","","$599,000","06/02/2011","5,760","ML81124559","Mountain View","524.43","06/17/2011","$601,000","1,146","Sold","915 FARLEY Street","1951","94043","R1"
"$ 109.00","60","200","Whisman","2","0","3","128","","$540,000","09/12/2011","5,000","ML81139379","Mountain View","406.72","01/18/2012","$545,000","1,340","Sold","133 EVANDALE Avenue","1952","94043","R32"
"$ 100.58","60","203","North Shoreline","2","0","3","492","","$543,125","04/12/2010","5,400","ML81017560","Mountain View","471.46","06/10/2010","$543,125","1,152","Sold","1774 PEACOCK Avenue","1950","94043","R1"
"$ 91.15","60","203","North Shoreline","1","1","3","132","","$525,000","12/10/2010","5,760","ML81057343","Mountain View","458.12","","","1,146","Canceled","915 FARLEY Street","1951","94043","R1"
"$ 103.00","60","203","North Shoreline","1","0","3","94","","$515,000","07/27/2010","5,000","ML81037268","Mountain View","598.84","10/29/2010","$515,000","860","Sold","723 BURGOYNE Street","1950","94043","R1"
"$ 90.20","60","203","North Shoreline","1","0","3","21","","$465,000","07/21/2010","5,100","ML81036627","Mountain View","524.52","","$460,000","877","Sold","1780 WAGNER Avenue","1950","94043","R1"
"$ 85.55","60","203","North Shoreline","1","0","3","7","","$459,900","11/12/2010","5,376","ML81054226","Mountain View","451.32","11/19/2010","$459,900","1,019","Sold","266 BONNY Street","1950","94043","R1"
"$ 63.77","60","203","North Shoreline","1","0","3","16","","$435,000","10/27/2010","5,959","ML81052060","Mountain View","430.84","11/12/2010","$380,000","882","Sold","267 BONNY Street","1950","94043","R1"
"$ 252.07","61","209","Miramonte","2","1","4","8","","$1,695,000","03/06/2014","8,470","ML81406971","Mountain View","989.80","03/14/2014","$2,135,000","2,157","Sold","1152 MORTON Court","1953","94040","R1"
"$ 248.69","61","209","Miramonte","2","0","3","9","","$1,850,000","01/26/2015","7,841","ML81448120","Mountain View","1,086.35","02/04/2015","$1,950,000","1,795","Sold","1160 Barbara Avenue","1954","94040","R1"
"$ 348.67","61","209","Miramonte","2","0","3","11","","$1,488,000","07/07/2014","5,022","ML81424033","Mountain View","1,047.88","07/18/2014","$1,751,000","1,671","Sold","1477 ERNESTINE Lane","1953","94040","R1"
"$ 192.72","61","209","Miramonte","3","1","4","6","","$1,570,000","05/23/2013","8,925","ML81317804","Mountain View","843.14","05/29/2013","$1,720,000","2,040","Sold","1874 ANTHONY Court","1952","94040","R1"
"$ 251.18","61","209","Miramonte","2","0","3","9","","$1,398,000","02/02/2015","6,808","ML81449098","Mountain View","1,370.19","02/11/2015","$1,710,000","1,248","Sold","1407 Gretel Lane","1954","94040","R1"
"$ 275.92","61","209","Miramonte","2","0","3","9","","$1,195,000","04/22/2014","5,980","ML81413358","Mountain View","1,201.75","05/01/2014","$1,650,000","1,373","Sold","1655 BONITA Avenue","1953","94040","R1"
"$ 314.66","61","209","Miramonte","2","1","4","8","","$1,228,000","05/08/2013","5,096","ML81315689","Mountain View","808.62","05/16/2013","$1,603,500","1,983","Sold","780 BOND Way","1952","94040","R1"
"$ 298.00","61","209","Miramonte","1","1","3","15","","$1,295,000","06/23/2014","5,208","ML81422406","Mountain View","1,105.41","07/08/2014","$1,552,000","1,404","Sold","1487 TODD Street","1953","94040","R1"
"$ 263.11","61","205","Thompson","2","0","3","8","","$1,250,000","02/17/2015","5,796","ML81451198","Mountain View","1,286.92","02/25/2015","$1,525,000","1,185","Sold","2461 Thaddeus Drive","1954","94043","R1"
"$ 277.84","61","209","Miramonte","2","0","3","10","","$1,195,000","06/24/2013","5,406","ML81322533","Mountain View","951.84","07/04/2013","$1,502,000","1,578","Sold","1110 NILDA Avenue","1952","94040","R1"
"$ 168.07","61","209","Miramonte","3","1","4","8","","$1,298,000","05/01/2012","8,925","ML81216149","Mountain View","735.29","05/09/2012","$1,500,000","2,040","Sold","1874 ANTHONY Court","1951","94040","R1"
"$ 264.99","61","209","Miramonte","2","0","2","14","","$1,095,000","04/22/2014","5,472","ML81413453","Mountain View","1,100.15","05/06/2014","$1,450,000","1,318","Sold","1628 DON Court","1953","94040","R1"
"$ 280.73","61","209","Miramonte","1","0","2","8","","$1,395,000","08/05/2014","5,076","ML81428505","Mountain View","1,344.34","08/13/2014","$1,425,000","1,060","Sold","1417 ERNESTINE Lane","1953","94040","R1"
"$ 160.80","61","208","Grant","2","0","3","9","","$1,200,000","04/02/2013","8,800","ML81310590","Mountain View","989.51","04/11/2013","$1,415,000","1,430","Sold","461 BRYANT Avenue","1952","94040","R18L"
"$ 192.36","61","207","Downtown Mountain View","3","0","3","41","","$1,350,000","05/09/2012","7,200","ML81217486","Mountain View","805.70","06/19/2012","$1,385,000","1,719","Sold","542 ANZA Street","1951","94041","R1"
"$ 237.00","61","209","Miramonte","2","0","3","0","","$1,350,888","02/28/2015","5,700","ML81448403","Mountain View","1,089.43","","","1,240","Canceled","1660 Yale Drive","1954","94040","R1"
"$ 273.89","61","209","Miramonte","1","1","2","9","","$1,100,000","05/14/2014","4,929","ML81416750","Mountain View","1,354.06","05/23/2014","$1,350,000","997","Sold","1438 TODD Street","1953","94040","R1"
"$ 269.52","61","209","Miramonte","2","0","3","7","","$1,100,000","08/14/2013","4,947","ML81329791","Mountain View","1,008.57","08/21/2013","$1,333,333","1,322","Sold","1759 BEGEN Avenue","1952","94040","R1"
"$ 230.30","61","209","Miramonte","2","0","4","8","","$1,178,000","03/27/2013","5,670","ML81309709","Mountain View","864.77","04/04/2013","$1,305,800","1,510","Sold","2134 JARDIN Drive","1952","94040","R1"
"$ 206.45","61","203","North Shoreline","3","0","4","94","","$1,280,000","09/27/2011","6,200","ML81141402","Mountain View","1,520.19","","","842","Canceled","1755 PEACOCK Avenue","1950","94043","R1"
"$ 235.85","61","207","Downtown Mountain View","3","0","5","24","","$1,298,000","04/08/2014","5,406","ML81411931","Mountain View","628.70","05/02/2014","$1,275,000","2,028","Sold","78 ELDORA Drive","1953","94041","R1"
"$ 227.91","61","209","Miramonte","2","0","3","8","","$988,000","01/10/2013","5,406","ML81300742","Mountain View","925.00","01/18/2013","$1,232,100","1,332","Sold","1139 NILDA Avenue","1952","94040","R1"
"$ 255.86","61","209","Miramonte","2","0","3","22","","$1,200,000","09/03/2013","4,690","ML81332433","Mountain View","980.39","","","1,224","Canceled","1660 MIRAMONTE Avenue","1952","94040","R1"
"$ 221.98","61","207","Downtown Mountain View","2","0","3","8","0","$998,000","02/04/2014","5,406","ML81403402","Mountain View","1,067.62","02/12/2014","$1,200,000","1,124","Sold","58 ELDORA Drive","1953","94041","R1"
"$ 223.84","61","209","Miramonte","1","0","3","7","","$998,000","10/31/2013","5,160","ML81339557","Mountain View","1,097.91","11/07/2013","$1,155,000","1,052","Sold","1051 NILDA Avenue","1952","94040","R1"
"$ 129.87","61","206","San Antonio","1","0","3","14","","$1,100,000","04/24/2013","8,855","ML81313648","Mountain View","905.51","05/08/2013","$1,150,000","1,270","Sold","220 MONROE Drive","1952","94040","R322"
"$ 177.65","61","209","Miramonte","2","0","3","10","","$949,000","04/24/2012","6,264","ML81215089","Mountain View","840.48","05/04/2012","$1,112,800","1,324","Sold","1164 KAREN Way","1951","94040","R1"
"$ 214.29","61","207","Downtown Mountain View","1","1","2","8","","$945,000","03/21/2012","5,040","ML81210591","Mountain View","861.24","03/29/2012","$1,080,000","1,254","Sold","541 ANZA Street","1951","94041","R1"
"$ 185.19","61","200","Whisman","1","0","3","13","","$835,000","02/22/2015","5,400","ML81451788","Mountain View","1,148.11","03/07/2015","$1,000,000","871","Sold","813 Emily Drive","1954","94043","R1"
"$ 143.48","61","207","Downtown Mountain View","2","0","5","10","","$947,067","08/10/2012","6,750","ML81229909","Mountain View","519.30","08/20/2012","$968,500","1,865","Sold","1067 CALIFORNIA Street","1951","94041","R1"
"$ 86.36","61","200","Whisman","1","0","2","44","","$980,000","04/09/2014","11,000","ML81411741","Mountain View","1,294.28","05/23/2014","$950,000","734","Sold","192 E MIDDLEFIELD Road","1953","94043","R3-2*"
"$ 121.00","61","206","San Antonio","2","0","4","8","","$825,000","12/18/2012","7,500","ML81243412","Mountain View","490.01","12/26/2012","$907,500","1,852","Sold","2352 GABRIEL Avenue","1952","94040","R31"
"$ 170.00","61","203","North Shoreline","2","0","3","121","","$895,000","06/02/2010","5,000","ML81027332","Mountain View","367.97","10/01/2010","$850,000","2,310","Sold","858 CENTRAL Avenue","1949","94043","R1"
"$ 125.38","61","200","Whisman","1","0","3","8","","$799,000","01/28/2015","6,500","ML81448495","Mountain View","828.25","02/05/2015","$815,000","984","Sold","776 Winston Place","1954","94043","R1"
"$ 116.07","61","203","North Shoreline","2","0","3","18","","$798,000","06/13/2011","6,875","ML81126517","Mountain View","559.61","07/01/2011","$798,000","1,426","Sold","284 FARLEY Street","1950","94043","R1"
"$ 124.36","61","203","North Shoreline","2","0","2","11","","$728,000","07/11/2011","6,264","ML81130887","Mountain View","607.64","07/22/2011","$779,000","1,282","Sold","153 BONNY Street","1950","94043","R1"
"$ 146.00","61","207","Downtown Mountain View","2","0","3","119","","$749,000","04/01/2011","5,000","ML81114082","Mountain View","608.33","07/29/2011","$730,000","1,200","Sold","1806 VILLA Street","1950","94041","R1"
"$ 111.38","61","203","North Shoreline","2","0","3","89","","$749,500","04/13/2011","6,150","ML81116191","Mountain View","520.12","07/11/2011","$685,000","1,317","Sold","478 FARLEY Street","1950","94043","R1"
"$ 110.41","61","203","North Shoreline","2","0","3","11","0","$679,000","09/19/2011","6,150","ML81140391","Mountain View","484.31","09/30/2011","$679,000","1,402","Sold","966 FARLEY Street","1950","94043","R1"
"$ 135.00","61","203","North Shoreline","2","0","3","25","","$699,900","12/22/2010","5,000","ML81058426","Mountain View","514.48","01/16/2011","$675,000","1,312","Sold","459 BURGOYNE Street","1950","94043","R1"
"$ 126.32","61","203","North Shoreline","2","0","3","0","","$680,000","08/14/2012","5,304","ML81230315","Mountain View","547.39","08/14/2012","$670,000","1,224","Sold","1874 DREW Avenue","1951","94043","R1"
"$ 116.49","61","203","North Shoreline","2","0","3","11","","$679,000","06/15/2011","5,580","ML81126688","Mountain View","445.51","11/01/2011","$650,000","1,459","Sold","278 BONNY Street","1950","94043","R1"
"$ 104.52","61","203","North Shoreline","1","0","2","9","","$599,000","08/28/2012","6,123","ML81232033","Mountain View","729.76","09/06/2012","$640,000","877","Sold","988 FARLEY Street","1951","94043","R1"
"$ 86.13","61","209","Miramonte","1","0","2","37","","$889,500","11/23/2011","6,966","ML81148496","Mountain View","484.65","12/30/2011","$600,000","1,238","Sold","1790 PILGRIM Avenue","1951","94040","R1"
"$ 100.35","61","203","North Shoreline","2","0","3","13","","$549,900","02/23/2011","5,700","ML81108057","Mountain View","519.53","03/08/2011","$572,000","1,101","Sold","1875 SAN LUIS Avenue","1950","94043","R1"
"$ 96.77","61","203","North Shoreline","2","0","3","78","","$599,000","10/10/2010","5,890","ML81049550","Mountain View","566.04","12/27/2010","$570,000","1,007","Sold","295 FARLEY Street","1950","94043","R1"
"$ 101.64","61","203","North Shoreline","1","0","2","16","","$549,000","08/15/2011","5,600","ML81135803","Mountain View","684.13","08/31/2011","$569,200","832","Sold","1789 ELSIE Avenue","1950","94043","R1"
"$ 100.00","61","203","North Shoreline","1","0","3","14","","$499,000","07/05/2011","5,300","ML81129741","Mountain View","637.02","07/19/2011","$530,000","832","Sold","1784 VASSAR Avenue","1950","94043","R1"
"$ 62.50","61","203","North Shoreline","1","0","2","77","","$549,000","07/16/2010","8,000","ML81035248","Mountain View","525.21","10/01/2010","$500,000","952","Sold","195 FARLEY Street","1950","94043","R1"
"$ 71.77","61","203","North Shoreline","1","0","3","14","","$499,000","04/07/2011","6,660","ML81115298","Mountain View","545.04","04/21/2011","$478,000","877","Sold","317 FARLEY Street","1950","94043","R1"
"$ 93.00","61","203","North Shoreline","1","0","3","30","","$475,000","09/26/2011","5,000","ML81141444","Mountain View","530.22","10/26/2011","$465,000","877","Sold","789 BURGOYNE Street","1950","94043","R1"
"$ 202.77","62","209","Miramonte","2","0","3","20","","$1,596,000","02/01/2015","10,480","ML81449104","Mountain View","1,456.48","02/21/2015","$2,125,000","1,459","Sold","1421 Meadow Lane","1953","94040","R1"
"$ 163.79","62","208","Grant","3","0","3","0","","$1,685,000","11/17/2014","10,440","ML81440762","Mountain View","1,012.43","11/19/2014","$1,710,000","1,689","Sold","914 SLEEPER Avenue","1952","94040","R1-10"
"$ 161.40","62","208","Grant","3","0","3","34","","$1,685,000","07/30/2014","10,440","ML81427577","Mountain View","888.71","","","1,896","Canceled","914 SLEEPER Avenue","1952","94040","R1-10"
"$ 155.63","62","208","Grant","2","0","3","8","","$1,499,000","01/08/2014","10,650","ML81400527","Mountain View","946.60","01/16/2014","$1,657,500","1,751","Sold","2115 SUN MOR Avenue","1952","94040","R1-10"
"$ 238.24","62","209","Miramonte","1","0","3","59","","$1,620,000","01/19/2015","6,800","ML81447357","Mountain View","1,388.17","04/02/2015","$1,620,000","1,167","Sold","1155 Carver Place","1953","94040","R1"
"$ 283.95","62","209","Miramonte","2","0","3","7","","$1,349,000","01/28/2014","5,670","ML81402663","Mountain View","1,045.45","02/04/2014","$1,610,000","1,540","Sold","1013 KAREN Way","1952","94040","R1"
"$ 237.80","62","207","Downtown Mountain View","2","0","3","2","","$1,599,000","02/25/2015","6,556","ML81452316","Mountain View","1,032.45","03/08/2015","$1,559,000","1,510","Sold","733 Ehrhorn Avenue","1953","94041","R1"
"$ 175.04","62","208","Grant","1","0","2","7","","$1,398,000","09/03/2014","8,855","ML81431970","Mountain View","1,180.50","09/10/2014","$1,550,000","1,313","Sold","148 CARMELITA Drive","1952","94040","R1-7L"
"$ 249.26","62","209","Miramonte","2","1","3","6","","$1,295,000","10/03/2013","6,098","ML81336472","Mountain View","998.69","10/09/2013","$1,520,000","1,522","Sold","1191 SOLANA Drive","1951","94040","R1"
"$ 136.11","62","208","Grant","2","0","3","8","","$1,380,000","09/18/2013","10,947","ML81334671","Mountain View","803.23","09/26/2013","$1,490,000","1,855","Sold","2142 SUN MOR Avenue","1951","94040","R1-10"
"$ 238.47","62","209","Miramonte","1","0","3","8","","$1,198,000","10/08/2014","6,030","ML81436493","Mountain View","1,429.42","10/16/2014","$1,438,000","1,006","Sold","2158 JARDIN Drive","1952","94040","R1"
